Vendo - Automovil Antiguo Dodge Desoto 1938 - 4 Puertas,Dodge,dodge desoto D8,1938,Gasolina,4,Mecánica,Sedán,100000 km,70.000.000
Land Rover Inglés 1960 Inglés ,Land Rover,Inglés 1960,1960,Gasolina,4,Mecánica,8000 km,10.000.000
Toyota Fj Cruiser Fj,Toyota,Fj Cruiser,1960,Gasolina,3,Mecánica,1 km,25.000.000
Fargo 60 1960 Fargo,FARGO 60,1960,1960,Gasolina,2,Mecánica,200 km,8.300
Ford Chiva  Chiva Escalera,Ford,Chiva,1960,Diésel,2,Mecánica,100000 km,30.000.000
Toyota Fj Cruiser Toyota Fl40 Corto,Toyota,Fj Cruiser,1961,Gasolina,2,Mecánica,1 km,32.000.000
Volkswagen Escarabajo 1.3,Volkswagen,Escarabajo,1961,Verde,Gasolina,4,Mecánica,1300,86000 km,26.000.000
Volkswagen Escarabajo,Volkswagen,Escarabajo,1961,Rojo,Gasolina,2,Mecánica,1600,137442 km,23.000.000
Volkswagen Escarabajo,Volkswagen,Escarabajo,1961,Azul,Gasolina,4,Mecánica,1300,Sedán,23000 km,10.300.000
Volkswagen Escarabajo 1961,Volkswagen,Escarabajo,1961,Azul,Gasolina,2,Mecánica,1600,89913 km,16.900.000
Jeep Willys,Jeep,Willys,1961,Verde,Gasolina,2,Mecánica,800 km,32.000.000
Jeep Willys Cj4,Jeep,Willys,1961,Negro,Gasolina,2,Mecánica,V6,3000 km,26.000.000
Escarabajo,wolswagen,Escarabajo,1961,Verde,Gasolina,2,Mecánica,1600,Coupé,10000 km,17.500.000
Jeep Willys Cj5 Campero 2.3cc,Jeep,Willys,1962,Celeste,Gasolina,2,Mecánica,3500 km,50.000.000
Chevrolet C-10 Apache C10,Chevrolet,C-10,1962,Gasolina,2,Automática,25000 km,80.000.000
Land Rover Santana ,Land Rover,Santana,1963,Verde,Gasolina,2,Mecánica,2400,10000 km,30.000.000
Jeep Willis Jeep Willis 1964,Jeep,Willys,1964,Gris,Gasolina,2,Mecánica,gasolina,Coupé,140000 km,35.000.000
Volkswagen Escarabajo Escarabajo,Volkswagen,Escarabajo,1965,Plateado,Gasolina,2,Mecánica,1600,100000 km,13.000.000
Land Rover Santana 2.3 4x4  Santana 4x4 ,Land Rover,SANTANA 2.3 4X4,1965,Gasolina,2,Mecánica,50000 km,21.000.000
Land Rover Santana Serie 2,Land Rover,Santana,1965,Gasolina,3,Mecánica,20000 km,35.000.000
Ford F-350 Ford 350 ,Ford,F-350,1965,Diésel,2,Mecánica,33333 km,25.000.000
Mercedes Benz 250 S 2.5 Mecanico Sedan,Mercedes-Benz,250,1966,Verde,Gasolina,4,Mecánica,2500,Sedán,41374 km,30.000.000
Dodge Dart Mt 2800,Dodge,Dart,1966,Azul,Gasolina,2,Mecánica,2800,Coupé,120000 km,50.000.000
Ford Fairlane 500 Ltd Ford Fairlane 500ltd,Ford,Fairlane 500 LTD,1966,Gasolina,4,Automática,50000 km,59.900.000
Mercedes-benz 200 200,Mercedes-Benz,200,1966,Blanco,Gasolina,4,Mecánica,Sedán,91900 km,29.900.000
Ford Mustang Convertible 289 Año 1966,Ford,Mustang,1966,Gasolina,3,Mecánica,4.7,95000 km,170.000.000
Volkswagen Gol Escarabajo 1996,Volkswagen,Escarabajo,1966,Blanco,Gasolina,3,Mecánica,0 km,25.000.000
Mercedes-benz 200 G200,Mercedes-Benz,200,1966,Gasolina,4,Mecánica,258000 km,11.000.000
Volkswagen Escarabajo 1966 1600cc,Volkswagen,Escarabajo,1966,Azul,Gasolina,2,Mecánica,Coupé,35000 km,20.000.000
Nissan LG 60  LG 60,Nissan,LG 60,1966,Gasolina,3,Mecánica,1 km,45.000.000
Volkswagen Escarabajo Escarabajo,Volkswagen,Escarabajo,1966,Gasolina,2,Mecánica,1 km,18.000.000
Land Rover Santana ,Land Rover,Santana,1966,GRIS TECHO BLANCO,Gasolina,3,Mecánica,2400,12000 km,15.000.000
Ford Bronco 1967 ,Ford,Bronco,1967,Amarillo,Gasolina,2,Mecánica,302,Off-Road,100 km,78.000.000
Volkswagen Escarabajo 1.6,Volkswagen,Escarabajo,1967,Blanco,Gasolina,2,Mecánica,1600,94000 km,25.000.000
Volkswagen Escarabajo Volkswagen 1300,Volkswagen,Escarabajo,1967,Rojo,Gasolina,2,Mecánica,1300,Coupé,54282 km,35.000.000
Mercedes-benz Clase Sl 250sl,Mercedes-Benz,Clase SL,1967,Negro,Gasolina,2,Automática,42077 km,100.000
Ford Mustang 4.900 Cc,Ford,Mustang,1967,Rojo,Gasolina,2,Automática,4900,71000 km,135.000.000
Volkswagen Escarabajo,Volkswagen,Escarabajo,1967,Vino tinto,Gasolina,2,Mecánica,1600,14300 km,15.900.000
"Volkswagen Escarabajo, Alemán Modelo 1967 - Placa De Antiguo",Volkswagen,Escarabajo,1967,Rojo,Gasolina,2,Mecánica,1600cc,12000 km,38.500.000
Toyota Fj 40 Cabinado Corto Hermoso,Toyota,FJ-40,1967,Rojo,Gasolina,3,Mecánica,L6 1F,200 km,28.500.000
Volkswagen Escarabajo Antiguo,Volkswagen,Escarabajo,1967,Rojo,Gasolina,2,Mecánica,1600,54000 km,32.000.000
Toyota Land Cruiser Fj40  4x4,Toyota,Land Cruiser,1968,VERDE MILITAR,Gasolina,2,Mecánica,4300,100 km,88.000.000
Volkswagen Escarabajo,Volkswagen,Escarabajo,1968,Azul,Gasolina,2,Mecánica,1600,Sedán,2000 km,22.000.000
Mercedes Benz Sl  280 Pagoda,Mercedes-Benz,Clase SL,1968,Blanco,Gasolina,2,Automática,2150 km,100.000
Nissan Patrol,Nissan,Patrol,1969,Gris,Diésel,Mecánica,3200,10000 km,25.000.000
Volkswagen Escarabajo Fastback,Volkswagen,Escarabajo,1969,Blanco,Gasolina,3,Mecánica,1600,10000 km,12.000.000
Volkswagen Escarabajo En Buen Estado,Volkswagen,Escarabajo,1969,Blanco,Gasolina,2,Mecánica,Coupé,1000 km,16.000.000
Volkswagen Escarabajo 1969,Volkswagen,Escarabajo,1969,Azul,Gasolina,2,Mecánica,boxter 1600 cm^3,4000 km,13.000.000
Land Rover Santana Restaurado,Land Rover,Santana,1969,Gasolina,3,Mecánica,10000 km,42.000.000
Volkswagen Escarabajo Escarabajo,Volkswagen,Escarabajo,1969,Gasolina,2,Mecánica,99999 km,7.500.000
Land Rover 1970 Santana,Land Rover,1970,1970,Verde,Gasolina,3,Mecánica,2866,280000 km,12.500.000
Land Rover 1970,Land Rover,1970,1996,Negro,Diésel,2,Mecánica,2.226,Hatchback,123456 km,35.000.000
Toyota Fj 43 Land Cruiser Carpado ,Toyota,FJ,1971,Amarillo,Gasolina,2,Mecánica,4000,290000 km,35.900.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1971,Gasolina,5,Mecánica,4.2,Camioneta,500 km,20.000.000
Ford Mustang Mach 1,Ford,Mustang,1971,Rojo,Gasolina,3,Mecánica,3.8,Coupé,123000 km,36.000.000
Toyota 1971 Fj 40,Toyota,1971,1971,Gasolina,2,Mecánica,150000 km,60.000.000
Dodge Dart 2.2,Dodge,Dart,1971,Gasolina,4,Mecánica,137000 km,32.000.000
Land Rover Santana Campero 4x4,Land Rover,Santana,1971,Plateado,Gasolina,2,Mecánica,1600,10000 km,47.000.000
Volkswagen Escarabajo Motor 1.3 1971 Amarillo 2 Puertas,Volkswagen,Beetle,1971,Amarillo,Gasolina,2,Mecánica,lineal,Coupé,300000 km,12.000.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1971,Rojo,Diésel,5,Mecánica,4.2,Camioneta,100000 km,65.000.000
Land Rover  71 Santana,Land Rover,Santana,1971,Gasolina,3,Mecánica,45000 km,18.000.000
Ford Mustang March 1,Ford,Mustang,1971,Gasolina y gas,2,Mecánica,150000 km,130.000.000
Toyota Fj Cruiser Fj43,Toyota,Fj Cruiser,1972,Gasolina,3,Mecánica,1000 km,135.000.000
Dodge Dart V8,Dodge,Dart,1972,Gasolina,2,Automática,318,Coupé,1 km,45.000.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1972,Azul,Gasolina,2,Mecánica,4200,10000 km,73.000.000
Volkswagen Combi T2 Alemana,Volkswagen,Combi T2,1972,Naranja Negro,Gasolina,3,Mecánica,1600,Camioneta,51700 km,35.000.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1972,Gasolina,5,Mecánica,4.2,Camioneta,200000 km,35.900.000
Ford Mustang Mach 1,Ford,Mustang,1972,Rojo,Gasolina,2,Automática,5300,35800 km,150.000.000
Land Rover Santana Restaurado 1972,Land Rover,Santana,1972,Gasolina,3,Mecánica,2700 km,27.500.000
Volkswagen Escarabajo Súper Beetle 1972,Volkswagen,Escarabajo,1972,Azul,Gasolina,2,Mecánica,BOXER,Coupé,80000 km,15.900.000
Jeep Commander 1972,Jeep,Commander,1972,Gasolina,2,Mecánica,20000 km,18.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1973,Gris,Gasolina,5,Mecánica,4.0,Camioneta,864479 km,43.000.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1973,Azul,Gasolina,5,Mecánica,4.2,Camioneta,1000 km,48.900.000
Volkswagen Escarabajo Super Virus 1973,Volkswagen,Escarabajo,1973,ROJO61062,Gasolina,3,Mecánica,1600,Coupé,61062 km,25.000.000
Nissan Patrol 3.0 Mecanico 4x4,Nissan,Patrol,1973,Naranja,Gasolina,3,Mecánica,3000,99812 km,40.000.000
Volkswagen Escarabajo Aleman,Volkswagen,Escarabajo,1973,Gasolina,2,Mecánica,1 km,19.800.000
Dodge D100 Mecanico Gasoli D100,Dodge,D100 Mec,1973,Gasolina,2,Mecánica,4900 km,39.800.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1973,Gasolina,5,Mecánica,4.0,Camioneta,59757 km,18.000.000
Toyota 1973 0,Toyota,1973,1973,Gasolina,3,Mecánica,1 km,25.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1973,Dorado,Gasolina,3,Mecánica,4.0,Camioneta,150000 km,26.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1974,Beige,Gasolina y gas,3,Mecánica,4000,Camioneta,250000 km,19.500.000
Toyota 1974 4x4,Toyota,FJ-40,1974,ROJO Y BLANCO,Gasolina,3,Mecánica,3500,90000 km,35.000.000
Toyota Fj Cruiser Fj60,Toyota,Fj Cruiser,1974,Azul,Gasolina,2,Mecánica,4.2,Off-Road,12000 km,21.900.000
Jeep Willys,Jeep,CJ5,1974,Rojo,Diésel,2,Mecánica,Off-Road,200000 km,40.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1974,Gasolina,5,Mecánica,4.0,Camioneta,68000 km,18.000.000
Land Rover Santana 74  S.iii Corto Carpado,Land Rover,Santana 74  S.III,1974,Gasolina,3,Mecánica,123 km,8.000.000
Renault R12 1.3 Ts,Renault,R12,1974,Gasolina,4,Mecánica,1.3,Sedán,1 km,20.000
Ford F-150 F100 Custom,Ford,F-150,1974,Gasolina,2,Mecánica,100 km,111.111
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1974,Gasolina,5,Mecánica,4.2,Camioneta,100000 km,24.000.000
Volkswagen Escarabajo 1.6 Escarabajo,Volkswagen,Escarabajo,1974,Amarillo,Gasolina,5,Mecánica,1.6,Hatchback,55000 km,13.500.000
Toyota Fj 43 Vendo Toyota Fj43,Toyota,FJ 43,1974,Gasolina,5,Mecánica,1 km,28.000.000
Toyota Land Cruiser  Oreja De Perro Estacas 1974,Toyota,Land Cruiser,1974,Verde,Gasolina y gas,2,Mecánica,4000,Camioneta,14925 km,43.000.000
Jeep J5 J5,Jeep,J5,1975,Negro,Gasolina,3,Mecánica,2400,234300 km,45.000.000
Dodge Dart V8,Dodge,Dart,1975,Marrón,Gasolina,4,Automática,5200,Sedán,100000 km,38.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1975,Verde,Gasolina,3,Mecánica,4.0,Camioneta,430000 km,25.000.000
Jeep 75 Canpero,Jeep,75,1975,Diésel,2,Mecánica,2000 km,45.000
Jeep Willys Cj5,Jeep,Willys,1975,Diésel,2,Mecánica,30000 km,20.000.000
Jeep Cj5 Estandar,Jeep,CJ5,1975,Gasolina,3,Mecánica,1000 km,18.000.000
Land Rover Santana 88 Santana 88 Corto,Land Rover,Santana 88,1975,Gasolina,4,Mecánica,174000 km,25.800.000
Toyota Fj Fj 40 1.0cc Mt Sa 4x4,Toyota,FJ,1976,Negro-Naranja,Gasolina,2,Mecánica,4000,90000 km,45.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1976,Gasolina,5,Mecánica,4.0,Camioneta,300000 km,26.000.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1976,Gris,Gasolina,5,Mecánica,4.2,Camioneta,1 km,65.000.000
Nissan Patrol 1976,Nissan,Patrol,1976,Verde,Gasolina,3,Mecánica,Camioneta,165444 km,26.900.000
Toyota Fj Cruiser 2f,Toyota,Fj Cruiser,1976,Gasolina,3,Mecánica,1 km,35.000.000
Dodge Dart 3.7 Sd,Dodge,Dart,1976,Gasolina,4,Mecánica,3.7,Sedán,200000 km,10.000.000
Toyota Fj Cruiser  Fj 40,Toyota,Fj Cruiser,1976,Gasolina,3,Mecánica,150000 km,50.000.000
Jeep Cj6 Cj6 6 Cilindros,Jeep,CJ6,1976,Gasolina,3,Mecánica,1 km,36.000.000
Jeep Wrangler Wrangler Modifocado,Jeep,Wrangler,1976,Gasolina,2,Mecánica,146000 km,30.000.000
Dodge Dart 4.8 ,Dodge,Dart,1976,Rojo,Gasolina,4,Automática,4800 V8,11111111 km,18.000.000
Toyota Fj Cruiser Orejeperro 3500cc 4x4 Mt,Toyota,Fj Cruiser,1977,Verde,Gasolina,3,Mecánica,80000 km,65.000.000
Dodge Dart 2.2,Dodge,Dart,1977,Blanco,Gasolina,4,Mecánica,7000 km,16.000.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1977,Rojo,Gasolina,5,Mecánica,4.2,Camioneta,247000 km,33.500.000
Toyota Fj40 Land Cruiser,Toyota,FJ-40,1977,Rojo,Gasolina,2,Mecánica,3500,190000 km,35.000.000
Toyota Fj Cruiser Land Cruiser Fj43 1977,Toyota,Fj Cruiser,1977,Rojo,Gasolina,3,Mecánica,1 km,64.000.000
Mercedes Benz 450 Slc Aut.techo Cuero Full Equipo,Mercedes-Benz,450 SLC,1977,Gris Plata,Gasolina,2,Automática,8V,Coupé,80000 km,99.990.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1977,Marrón,Gasolina,3,Mecánica,4.2,Camioneta,143000 km,35.000.000
Renault R4 1.0 Plus 25,Renault,R4,1977,Azul,Gasolina,5,Mecánica,1.0,Hatchback,78900 km,24.900.000
Renault R12 1.3 Tl,Renault,R12,1977,Gasolina,4,Mecánica,1.3,Sedán,850000 km,4.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1977,Gasolina,5,Mecánica,4.0,Camioneta,50000 km,21.500.000
Dodge Modelo 1977 Dodge 300 Furgon,Dodge,Modelo 1977,1977,Gasolina y gas,2,Mecánica,123456 km,12.500.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1977,Naranja,Gasolina,5,Mecánica,4.0,Camioneta,53000 km,78.800.000
Daihatsu F20 F20,Daihatsu,F20,1977,Gasolina,2,Mecánica,96000 km,15.000.000
Renault R12 1.3 Ts 5 p,Renault,R12,1977,Azul,Gasolina,5,Mecánica,1.3,Camioneta,123456 km,4.500.000
Toyota Land Cruiser 4.2 Fj 40,Toyota,Land Cruiser,1978,Rojo Beige,Gasolina,3,Mecánica,4250,Off-Road,150000 km,65.000.000
Ford Mustang 2,Ford,Mustang,1978,Negro,Gasolina,2,Mecánica,2300,70000 km,35.000.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1978,Rojo,Gasolina,5,Mecánica,4.2,Camioneta,224000 km,49.800.000
Nissan Patrol LG 60 8psj 3.4cc Mt Sa,Nissan,Patrol,1978,Blanco,Gasolina y gas,3,Mecánica,60000 km,25.000.000
Jeep Willys,Jeep,1978,1978,Dorado,Gasolina,2,Mecánica,2.6,Off-Road,80000 km,26.500.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1978,Blanco,Gasolina,2,Mecánica,4200,Off-Road,105000 km,45.000.000
Ford F100 Ranger,Ford,F-100,1978,Blanco,Gasolina y gas,3,Automática,Ford,Pick-Up,5000 km,22.000.000
Renault R12 Sedan,Renault,R 12,1978,Blanco,Gasolina,4,Mecánica,1300,Sedán,28000 km,9.000.000
Fiat 128 1300cc 4x2 1978,Fiat,128,1978,Mostaza,Gasolina,4,Mecánica,Sedán,150000 km,10.600.000
Nissan Datsun   280c,Nissan,Datsun,1978,Verde,Gasolina,2,Mecánica,1200,255000 km,28.000.000
Toyota Fj43 Campero,Toyota,FJ43,1978,HABANO,Gasolina y gas,3,Mecánica,4 km,65.000.000
Mercedes-Benz 1978 450Sl  4.5,Mercedes-Benz,1978,1978,Verde,Gasolina,2,Automática,2.8,Convertible,52302 km,75.000.000
Mercedes-Benz 250 2.5 W123,Mercedes-Benz,250,1978,Blanco,Gasolina,4,Mecánica,2.5,Sedán,192701 km,28.000.000
Daihatsu F20 Carpado,DAHIATSU,DAHIATSU F20,1978,Gasolina,5,Mecánica,355000 km,22.500.000
Toyota Land Cruiser Fj40 ,Toyota,FJ-40,1978,Rojo,Gasolina,3,Mecánica,Gasolina,Off-Road,5000 km,65.000.000
Mercedes-benz Clase S 280s Limo,Mercedes-Benz,Clase S,1978,Gasolina,4,Mecánica,1000 km,70.000.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1978,Azul,Gasolina,5,Mecánica,4.2,Camioneta,100000 km,28.000.000
Daihatsu F20  F20 4x4,Daihatsu,F20,1978,Gasolina,2,Mecánica,100000 km,30.000.000
Dodge,Dodge,Dart,1978,Blanco,Gasolina y gas,5,Automática,2300,Sedán,28700 km,10.200.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1978,Gasolina,5,Mecánica,4.2,Camioneta,67000 km,67.000.000
Toyota Fj40 Versión Americana,Toyota,FJ-40,1978,Gasolina,3,Mecánica,111111 km,65.000.000
Dodge Challenger Dodge 100 ,Dodge,Challenger,1978,Gasolina,5,Mecánica,90000 km,58.000.000
Dodge Dodge D 100 133 Custom,Dodge,D 100 133 CUSTOM,1978,Azul,Gasolina,3,Mecánica,gasolina,Camioneta,90000 km,55.900.000
BMW Serie 5 2.0 520 E12,BMW,Serie 5,1978,Gasolina,4,Mecánica,2.0,Sedán,306000 km,10.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1978,Rojo con negro,Gasolina,3,Mecánica,4.0,Camioneta,542871 km,18.500.000
Volkswagen 1979 T2,Volkswagen,Combi,1978,Gasolina,4,Mecánica,100000 km,60.000.000
Fiat Topolino 750z Coupe,Fiat,Topolino 750z,1978,Gasolina,2,Mecánica,99000 km,4.700.000
Mercedes-Benz 230 2.3 W123,Mercedes-Benz,230,1978,Gasolina,4,Mecánica,2.3,Sedán,235000 km,24.000.000
Daihatsu F20-1978 F20 -1600,Daihatsu,F20-1978,1978,Gasolina,2,Mecánica,100000 km,25.000.000
Dodge D 350 Dodge 350 Modelo 78,Dodge,D 350,1978,Diésel,2,Mecánica,1 km,28.000.000
Nissan Patrol 4.0 Lg60,Nissan,Patrol,1978,Azul y Marfil,Gasolina,5,Mecánica,4.0,Camioneta,163000 km,25.800.000
Renault R12 Mecanico,Renault,R 12,1978,Gasolina,4,Mecánica,16500 km,8.000.000
Ford Llanero  Llanero ,Ford,LLANERO,1978,Gasolina,2,Mecánica,1 km,15.000.000
Volkswagen Escarabajo Escarabajo 1.3,Volkswagen,Escarabajo,1979,Blanco alaska,Gasolina,2,Mecánica,1300,Coupé,55389 km,31.000.000
Toyota Fj Cruiser Campero,Toyota,Fj Cruiser,1979,Rojo Ferrari,Gasolina,2,Mecánica,4230,113364 km,70.000.000
Mercedes-Benz Clase C 2.8 C123,Mercedes-Benz,Clase C,1979,Verde,Gasolina,2,Mecánica,2.8,Coupé,264053 km,37.500.000
Toyota Land Cruiser 4.2 Fj40,Toyota,Land Cruiser,1979,Amarillo,Gasolina,3,Mecánica,4.2,Camioneta,35099 km,57.500.000
Ford Mustang Coupe At 2300cc,Ford,Mustang,1979,Gris,Gasolina,Automática,2300,159780 km,40.000.000
Volkswagen Escarabajo Mt 1600cc,Volkswagen,Escarabajo,1979,Rojo,Gasolina,2,Mecánica,1600,5830 km,13.000.000
Volkswagen Escarabajo,Volkswagen,Escarabajo,1979,Blanco,Gasolina,Mecánica,1600,62700 km,22.000.000
BMW Serie 3 2.0 320/6 E21,BMW,Serie 3,1979,Azul,Gasolina,2,Mecánica,2.0,Sedán,258000 km,32.500.000
Toyota Fj Cruiser F2 Cc5200 Extralargo,Toyota,Fj Cruiser,1979,Gasolina,3,Mecánica,110000 km,22.000.000
Lada Niva 1.6 2121,Lada,Niva,1979,Mostaza,Gasolina,2,Mecánica,1600,Camioneta,187000 km,30.000.000
Ford F100 4.0,Ford,F-100,1979,Rojo,Gasolina,2,Mecánica,4.0,159000 km,18.000.000
Jeep Willys Cj7 1979,Jeep,CJ7,1979,Negro,Gasolina,3,Mecánica,4.0,Roadster,100000 km,26.800.000
Chevrolet Chevy Van 20,Chevrolet,Chevy,1979,Azul,Gasolina,5,Automática,5700,Van,100000 km,49.990.000
Toyota Land Cruiser 4.2 Fj43,Toyota,Land Cruiser,1979,Gasolina,5,Mecánica,4.2,Camioneta,1 km,27.900.000
Jeep Cj Renegade,Jeep,Renegade,1979,Rojo,Gasolina,Mecánica,2500,131000 km,32.500.000
Renault R4 1.0 Plus 25,Renault,R4,1979,Gasolina,5,Mecánica,1.0,Hatchback,57700 km,8.000.000
Jeep Renegade Jeep Cj7 Renegade,Jeep,Renegade,1979,Rojo,Diésel,3,Mecánica,QD32 TURBODIESEL,1 km,50.000.000
Suzuki LJ 0.8 80,Suzuki,LJ,1979,Gasolina,5,Mecánica,0.8,Camioneta,1 km,23.000.000
Toyota Fj Fj,Toyota,FJ,1979,Gasolina,3,Mecánica,999999 km,100.000.000
